uuid,company,role,level,yearsOfExperience,location,baseSalary,bonus,stockGrant,totalCompensation,workArrangement,isAnomaly,anomalyType,if_prediction,anomaly_score,fraud_probability,predicted_anomaly
5ef2f4d8-6b29-44fd-9cef-1d9c7bb2b99c,Uber,Software Engineer,Principal,23,"Chicago, IL",406000,95000,423000,924000,Hybrid,False,none,1,-0.523695,0.3497,False
601fdfe2-c9be-4121-8327-4e6bc9cde079,Microsoft,Data Scientist,Junior,3,"New York, NY",129000,11000,19000,159000,Remote,False,none,1,-0.422588,0.0627,False
104e0f2c-3482-4968-949e-faf03993154a,Uber,Product Manager,Junior,2,"San Francisco, CA",146000,14000,17000,177000,Hybrid,False,none,1,-0.439988,0.1121,False
8d494418-b334-4f97-8409-7890f4e810af,Google,Data Scientist,Staff,18,"New York, NY",315000,73000,198000,586000,Remote,False,none,1,-0.488,0.2484,False
9b32cafe-43b1-402e-9a96-4f0b14263d58,Uber,Data Scientist,Mid,3,Remote,137000,19000,18000,174000,On-site,False,none,1,-0.444751,0.1256,False
35c5f054-4e80-4e21-b193-1848ffb227eb,ServiceNow,Engineering Manager,Principal,15,"London, UK",364000,88000,283000,735000,Hybrid,False,none,1,-0.477003,0.2172,False
5682a944-5995-4ba9-9991-97f0bceeee5c,Meta,Engineering Manager,Senior,10,"Boston, MA",264000,47000,57000,368000,Hybrid,False,none,1,-0.44408,0.1237,False
8fd2fc0e-b914-4a01-9446-e514c074c22b,Uber,Engineering Manager,Staff,12,"Chicago, IL",346000,86000,267000,699000,Remote,False,none,1,-0.49251,0.2612,False
db501543-7848-409f-9109-67f9bd06d09b,ServiceNow,DevOps Engineer,Senior,14,"San Francisco, CA",33000,0,0,33000,Remote,True,senior_low_salary,1,-0.526603,0.358,False
44a5b183-005b-4cf7-ba9c-d336ac0d7384,Amazon,Product Manager,Mid,5,Remote,160000,16000,26000,202000,On-site,False,none,1,-0.426596,0.074,False
660a012a-4c02-4400-a069-ecfd40fd96e9,Uber,Software Engineer,Mid,3,"Seattle, WA",169000,15000,42000,226000,Hybrid,False,none,1,-0.468731,0.1937,False
46661f70-a020-4510-b03e-28d0f29d6f28,Google,Data Scientist,Intern,0,"Boston, MA",293000,75000,59000,427000,Hybrid,True,intern_high_salary,-1,-0.538625,0.3921,True
4835d461-f5fc-4367-88d9-ada963778e84,Microsoft,Data Scientist,Staff,18,"Austin, TX",253000,49000,103000,405000,Remote,False,none,1,-0.491449,0.2582,False
a6763f7c-d3f7-4603-886b-3b05630e1f50,Amazon,DevOps Engineer,Principal,17,"San Francisco, CA",406000,90000,8031000,8527000,On-site,True,unrealistic_stock_grant,-1,-0.724004,0.9184,True
040f5393-04cd-405b-9c82-e4b27e66eb28,Amazon,Engineering Manager,Intern,0,"Bangalore, India",27000,1000,1000,29000,Remote,False,none,1,-0.469071,0.1946,False
bdad7750-6e35-4378-be48-321b35af5d54,Google,Engineering Manager,Junior,3,"New York, NY",166000,8000,10000,184000,On-site,False,none,1,-0.419183,0.053,False
cb3c76bf-6d60-45a4-a411-a4c1bf5051c4,Uber,Data Scientist,Principal,23,"New York, NY",444000,97000,304000,845000,On-site,False,none,1,-0.508822,0.3075,False
7f0a9df8-2702-422f-82af-c17a39b7f901,Meta,ML Engineer,Principal,18,"Austin, TX",391000,85000,293000,769000,Remote,False,none,1,-0.488252,0.2491,False
9ddd5a10-105f-40da-8e8a-4eea5673229b,Google,DevOps Engineer,Principal,18,"Austin, TX",326000,91000,280000,697000,Hybrid,False,none,1,-0.498247,0.2775,False
74e47344-1694-44d6-8211-5793f23639d6,Google,Software Engineer,Mid,4,"Toronto, Canada",121000,16000,18000,155000,On-site,False,none,1,-0.446507,0.1306,False
d275149b-55e3-427f-8096-2ca7febad61a,Google,ML Engineer,Junior,1,"New York, NY",146000,12000,9000,167000,Hybrid,False,none,1,-0.425438,0.0708,False
90280d96-339d-4502-a327-930ee6e69320,Microsoft,Engineering Manager,Intern,0,"Austin, TX",68000,2000,2000,72000,Hybrid,False,none,1,-0.442798,0.12,False
f7f4ccc2-e321-4514-b7d2-fb1a8f2c5733,Netflix,Software Engineer,Intern,1,"Austin, TX",58000,1000,2000,61000,On-site,False,none,1,-0.441024,0.115,False
1e4918a7-11de-4952-a779-ca8a40a3147a,Uber,Engineering Manager,Mid,4,"New York, NY",213000,23000,46000,282000,On-site,False,none,1,-0.437677,0.1055,False
e1bd3826-7dfb-4a7d-921a-06465b01ce39,Google,Engineering Manager,Intern,1,"Austin, TX",68000,2000,1000,71000,On-site,False,none,1,-0.438172,0.1069,False
3d296d88-6ecb-4d46-a04d-991f60c27755,Meta,Product Manager,Staff,13,"Boston, MA",303000,72000,4505000,4880000,Hybrid,True,unrealistic_stock_grant,-1,-0.706063,0.8675,True
3fac5f8c-3ce9-46d2-be0a-831f15d2c0e0,Amazon,Data Scientist,Mid,5,"San Francisco, CA",186000,15000,19000,220000,On-site,False,none,1,-0.449683,0.1396,False
a58d8140-ab02-4137-8ae1-8b1da35cd51f,Netflix,Data Scientist,Mid,4,"Austin, TX",150000,18000,24000,192000,On-site,False,none,1,-0.435048,0.098,False
7ac23644-c515-46fd-ae27-7ca10c2c7cde,Netflix,DevOps Engineer,Junior,2,"Chicago, IL",107000,6000,13000,126000,Hybrid,False,none,1,-0.416938,0.0466,False
509360db-dc7b-40a1-8091-7d46cc9a2034,Meta,DevOps Engineer,Junior,1,"London, UK",85000,8000,6000,99000,Remote,False,none,1,-0.418938,0.0523,False
3856c354-e3cb-4256-9a9e-92bc3230fb61,Meta,Software Engineer,Senior,10,Remote,215000,35000,44000,294000,Hybrid,False,none,1,-0.445572,0.1279,False
2c034407-2a63-4595-afac-41e258a1c7a9,Netflix,ML Engineer,Principal,25,"New York, NY",497000,118000,538000,1153000,Remote,False,none,-1,-0.559102,0.4502,True
40bcc8da-57de-4f6b-b44b-988cba72ec6f,Uber,Engineering Manager,Principal,24,"Chicago, IL",465000,136000,288000,889000,Remote,False,none,1,-0.525578,0.3551,False
2bbaf908-072f-4a88-8662-a19b1353e330,Microsoft,Data Scientist,Staff,17,"Bangalore, India",104000,16000,80000,200000,Remote,False,none,1,-0.498024,0.2768,False
ee85c1af-999f-431b-92c0-a03d27a78863,Google,DevOps Engineer,Staff,14,"Toronto, Canada",172000,40000,87000,299000,Remote,False,none,1,-0.475561,0.2131,False
c8eccb90-7b89-428c-baa1-509d897da4c5,Uber,Product Manager,Junior,1,"Chicago, IL",118000,7000,12000,137000,On-site,False,none,1,-0.428685,0.08,False
843493b1-7933-47b4-a849-04d56d468e44,Google,Software Engineer,Principal,22,"Seattle, WA",444000,124000,427000,995000,Hybrid,False,none,-1,-0.535998,0.3846,True
8392245c-8b44-46e0-a4ff-abf9cad28420,Microsoft,Engineering Manager,Intern,0,"Boston, MA",69000,1000,1000,71000,Remote,False,none,1,-0.440195,0.1127,False
4d22074f-1b14-4d10-b9f5-60b970a13d39,Microsoft,Product Manager,Senior,6,"Boston, MA",237000,29000,66000,332000,Remote,False,none,1,-0.442321,0.1187,False
6d4bf25c-96ff-4fa0-bdd6-c3ba18f5e705,Amazon,Data Scientist,Mid,5,"San Francisco, CA",185000,17000,41000,243000,Remote,False,none,1,-0.450424,0.1417,False
7ae9a277-a415-4390-8eaf-a62bb8f9a558,Microsoft,ML Engineer,Staff,16,"New York, NY",341000,76000,179000,596000,Remote,False,none,1,-0.461205,0.1723,False
9e10ddf9-3395-4c91-8703-1527de251cd3,Amazon,Product Manager,Staff,17,"Chicago, IL",297000,67000,224000,588000,Remote,False,none,1,-0.481765,0.2307,False
f4bc1ffd-0e49-4c85-b8f2-126ad7d261a9,Netflix,DevOps Engineer,Staff,10,Remote,217000,48000,105000,370000,Remote,False,none,1,-0.45859,0.1649,False
d9cec04f-4003-41e3-923b-a8aad2b03b9f,Uber,DevOps Engineer,Staff,18,"Austin, TX",256000,58000,111000,425000,Hybrid,False,none,1,-0.504412,0.295,False
1586278e-5efd-4d51-a4bb-547ed6b56e42,Microsoft,Software Engineer,Intern,0,"Austin, TX",62000,2000,3000,67000,Remote,False,none,1,-0.461205,0.1723,False
e1f362c2-596f-48be-8715-9fe68d4dcbb0,Uber,ML Engineer,Senior,8,"Bangalore, India",90000,13000,33000,136000,On-site,False,none,1,-0.458206,0.1638,False
8c52801b-2ca6-45bc-ba5c-be60842a7a23,Netflix,Product Manager,Principal,17,"Chicago, IL",399000,121000,371000,891000,On-site,False,none,1,-0.487226,0.2462,False
f7d04873-7909-4343-8ddf-a82ece82860d,Uber,Data Scientist,Intern,1,"Chicago, IL",63000,1000,3000,67000,On-site,False,none,1,-0.447028,0.1321,False
c2c9d4dc-deb2-4ca3-8eec-25db91c368ac,ServiceNow,Data Scientist,Senior,9,"Toronto, Canada",146000,23000,50000,219000,On-site,False,none,1,-0.465642,0.1849,False
2d3202d4-8e1f-41bd-b558-16fa46d8502b,Uber,DevOps Engineer,Junior,2,"Seattle, WA",114000,10000,17000,141000,Remote,False,none,1,-0.446476,0.1305,False
21d0c186-7419-49b4-b7d3-54f00e157856,Netflix,Software Engineer,Staff,13,"Bangalore, India",109000,19000,85000,213000,Hybrid,False,none,1,-0.486317,0.2436,False
a48531bc-f9a7-4499-af0c-db3c1d0aeb83,Uber,Software Engineer,Mid,4,"Bangalore, India",60000,7000,14000,81000,Remote,False,none,1,-0.469016,0.1945,False
f5fa8837-e556-4782-b139-9fbd49cd3d76,Uber,Product Manager,Principal,23,"Bangalore, India",154000,48000,184000,386000,On-site,False,none,-1,-0.533689,0.3781,True
37252bfa-b133-4ddf-bebc-8875278d1362,Amazon,Software Engineer,Junior,1,"San Francisco, CA",144000,10000,11000,165000,Remote,False,none,1,-0.442461,0.1191,False
5d67aabe-ef2b-4733-a02c-a6452d13d081,Uber,Data Scientist,Senior,12,Remote,191000,37000,77000,305000,On-site,False,none,1,-0.462804,0.1768,False
6bb58081-a466-48c3-9266-1170d4d0e706,Google,DevOps Engineer,Principal,15,"Toronto, Canada",264000,58000,177000,499000,Hybrid,False,none,1,-0.481533,0.23,False
c0bfd479-8712-4983-b3a2-eeb1730be93f,Uber,Product Manager,Junior,3,"Bangalore, India",45000,3000,5000,53000,Hybrid,False,none,1,-0.452758,0.1483,False
d2b7c9ee-b70a-432d-a29f-180f91c33a2a,Netflix,Software Engineer,Mid,4,"Bangalore, India",59000,6000,9000,74000,On-site,False,none,1,-0.433894,0.0948,False
4e367aaa-e2b9-40a0-ac9c-ff8ad7482100,Amazon,Software Engineer,Senior,9,"Bangalore, India",78000,15000,34000,127000,On-site,False,none,1,-0.475004,0.2115,False
0f21b2ef-4438-4585-9d45-ffafab1bab7e,Meta,Product Manager,Mid,6,"Seattle, WA",175000,15000,36000,226000,Hybrid,False,none,1,-0.434825,0.0974,False
d01a8bf7-08bf-4b8a-a2ea-fa3beaad9de9,Meta,Engineering Manager,Principal,19,"Seattle, WA",461000,159000,538000,1158000,On-site,False,none,-1,-0.557221,0.4449,True
c32389e6-aab3-4dca-a4ac-35175183cde8,Netflix,DevOps Engineer,Junior,1,"Chicago, IL",113000,9000,16000,138000,Remote,False,none,1,-0.417326,0.0477,False
08e39dc4-064d-4ceb-82fe-93e9d4a78bf9,Netflix,Engineering Manager,Principal,15,Remote,395000,132000,374000,901000,On-site,False,none,1,-0.496694,0.2731,False
0a7b9255-cbe4-40e8-8754-b1cdf7db856d,Uber,Engineering Manager,Mid,3,"Austin, TX",187000,24000,40000,251000,Remote,False,none,1,-0.45175,0.1455,False
c908fa78-a4de-48e9-8193-b0c1a82333c7,Uber,DevOps Engineer,Staff,16,"San Francisco, CA",286000,43000,219000,548000,On-site,False,none,1,-0.487493,0.2469,False
a99e0605-2519-40e1-a89f-4474c9bc08fd,ServiceNow,ML Engineer,Principal,19,"London, UK",386000,122000,6489000,6997000,On-site,True,unrealistic_stock_grant,-1,-0.709407,0.877,True
5620de72-12e9-42a7-8e0f-422aa1c1b9ad,Amazon,Engineering Manager,Mid,3,"Chicago, IL",179000,20000,30000,229000,Remote,False,none,1,-0.431608,0.0883,False
6490937b-7822-4ec8-826a-10cdc28478e5,Amazon,ML Engineer,Staff,10,"New York, NY",367000,90000,245000,702000,Remote,False,none,1,-0.491037,0.257,False
59736117-c833-4801-8878-f2a146b6b3b5,Amazon,Product Manager,Intern,1,"Bangalore, India",26000,0,1000,27000,On-site,False,none,1,-0.478257,0.2207,False
40ab9389-7c7d-4eb0-87f7-c9b9d269b7ab,ServiceNow,ML Engineer,Principal,21,"Austin, TX",386000,112000,332000,830000,Remote,False,none,1,-0.509155,0.3084,False
c08b4b10-c4ba-44b7-a017-77102af79200,Uber,Software Engineer,Principal,19,"Austin, TX",369000,84000,314000,767000,Hybrid,False,none,1,-0.515466,0.3264,False
04475e8f-3852-45d6-81cc-a21a411f6f9a,ServiceNow,Data Scientist,Mid,3,"New York, NY",185000,21000,45000,251000,Hybrid,False,none,1,-0.447882,0.1345,False
11ac7525-e845-46e0-be6a-cbb77f2bd8c3,Google,ML Engineer,Junior,1,"Boston, MA",129000,8000,15000,152000,Remote,False,none,1,-0.426583,0.074,False
2d7650c5-dcb1-4b61-8f96-3c5a851b75b4,Netflix,Data Scientist,Junior,3,"Seattle, WA",132000,10000,17000,159000,Remote,False,none,1,-0.435647,0.0997,False
0bd21ee1-2d55-440c-b17f-009dda108317,Meta,Product Manager,Intern,1,"Bangalore, India",256000,75000,64000,395000,Hybrid,True,intern_high_salary,1,-0.517163,0.3312,False
e9bab05f-db15-429a-b97c-71cef112fe0e,Meta,Engineering Manager,Junior,3,"Toronto, Canada",106000,6000,15000,127000,Hybrid,False,none,1,-0.445305,0.1272,False
b42a65d3-b026-4daf-b195-a516dae71aca,Uber,Engineering Manager,Principal,21,"Toronto, Canada",339000,79000,370000,788000,Hybrid,False,none,1,-0.52003,0.3393,False
34bbfe7a-90f0-47b7-9e1a-44f90472ec4e,ServiceNow,Data Scientist,Intern,1,Remote,48000,0,2000,50000,On-site,False,none,1,-0.453335,0.15,False
f27029df-da9e-48a3-8693-37f57c309602,Microsoft,Software Engineer,Intern,1,"Seattle, WA",71000,1000,3000,75000,Remote,False,none,1,-0.454944,0.1545,False
300f3837-6597-4919-b8b6-109d0af2052b,Uber,ML Engineer,Mid,6,"Seattle, WA",187000,20000,36000,243000,Hybrid,False,none,1,-0.451876,0.1458,False
441160e9-58f8-4361-ae3b-b41ee0c314b2,Google,Product Manager,Senior,12,"Toronto, Canada",171000,34000,61000,266000,Remote,False,none,1,-0.458686,0.1652,False
915fd2de-10e2-4f2b-babb-0b5015a3c048,Google,Software Engineer,Mid,5,"Seattle, WA",169000,17000,29000,215000,Hybrid,False,none,1,-0.449652,0.1395,False
781732f8-d49f-4426-b7bc-0834994210eb,Microsoft,Data Scientist,Junior,1,"Chicago, IL",112000,6000,8000,126000,On-site,False,none,1,-0.416322,0.0449,False
66424d05-a846-4266-b513-710742aec837,Amazon,Product Manager,Senior,6,"New York, NY",260000,52000,88000,400000,Remote,False,none,1,-0.46097,0.1716,False
05eb0c5f-5328-42c3-8a7c-5b83d84a50e3,Meta,Data Scientist,Principal,22,"Seattle, WA",399000,90000,325000,814000,Hybrid,False,none,1,-0.50789,0.3048,False
b4ead417-6299-464e-8b1c-c089ae746472,Netflix,Software Engineer,Senior,9,"Toronto, Canada",172000,28000,62000,262000,Remote,False,none,1,-0.454055,0.152,False
3794a08d-11a4-4332-a26d-3ac309f82bd9,Google,Software Engineer,Senior,7,"Bangalore, India",82000,13000,17000,112000,On-site,False,none,1,-0.455702,0.1567,False
ab99663e-6e29-4cdd-91c1-4185e328f9e6,Microsoft,DevOps Engineer,Senior,11,"Seattle, WA",193000,34000,62000,289000,Hybrid,False,none,1,-0.443324,0.1215,False
2da60e47-7a7a-4975-ba36-b7ad1c2d022f,Google,Product Manager,Mid,6,"Chicago, IL",167000,15000,25000,207000,On-site,False,none,1,-0.419999,0.0553,False
14a60a10-47e1-4835-a9c8-4bdc91d3997b,ServiceNow,Product Manager,Staff,16,"Chicago, IL",321000,70000,196000,587000,Hybrid,False,none,1,-0.475183,0.212,False
34b4a6da-98ce-4e67-95cb-d610c23fe3ce,Google,Software Engineer,Mid,6,"Chicago, IL",146000,14000,2208000,2368000,On-site,True,unrealistic_stock_grant,-1,-0.683134,0.8024,True
4110ae3b-7565-4596-8d98-746b495f2441,Uber,Software Engineer,Senior,6,"Bangalore, India",73000,10000,26000,109000,Hybrid,False,none,1,-0.485508,0.2413,False
f0037ca2-f3d9-4211-8641-3b9eb0e920a6,ServiceNow,ML Engineer,Mid,3,"Austin, TX",166000,22000,27000,215000,Hybrid,False,none,1,-0.440903,0.1147,False
4b818757-5351-4552-9c0c-1ab1ea44ab18,Meta,Product Manager,Mid,6,"New York, NY",175000,18000,43000,236000,On-site,False,none,1,-0.418381,0.0507,False
b16d7750-2b8b-4e9b-8747-2d5d41cacfb0,Uber,Engineering Manager,Intern,0,"Chicago, IL",203000,49000,72000,324000,Hybrid,True,intern_high_salary,1,-0.510405,0.312,False
ce725a37-0770-47cc-bcad-91c91d85e412,Netflix,Software Engineer,Mid,5,Remote,162000,23000,40000,225000,Hybrid,False,none,1,-0.443223,0.1213,False
8f224c0e-52cc-4682-9a45-fbcc35f0d012,Uber,Software Engineer,Junior,3,"Bangalore, India",45000,4000,3000,52000,On-site,False,none,1,-0.4535,0.1504,False
e3406473-da0d-49fa-87f1-19aaf7d4e130,ServiceNow,Software Engineer,Principal,21,"Chicago, IL",368000,108000,285000,761000,Remote,False,none,1,-0.513923,0.322,False
fbb17288-7eac-4234-8ad3-7342c1a79bbf,Amazon,Data Scientist,Junior,2,"Austin, TX",108000,7000,14000,129000,On-site,False,none,1,-0.444093,0.1237,False
0d3e5fd2-809b-4c65-99ed-3309a4f19a71,Netflix,Data Scientist,Principal,23,"Austin, TX",310000,99000,280000,689000,On-site,False,none,1,-0.507827,0.3047,False
c36a50f3-0e36-4846-ba28-f2561229bc61,ServiceNow,ML Engineer,Staff,16,"Toronto, Canada",253000,54000,188000,495000,Remote,False,none,1,-0.489443,0.2525,False
676e9ea0-4512-4cf4-99f6-9d5496b6bae3,Amazon,Engineering Manager,Mid,6,"Chicago, IL",182000,15000,18000,215000,Hybrid,False,none,1,-0.442848,0.1202,False
9221519f-1cee-4fb1-8e5b-ce1ccddb01fa,ServiceNow,Engineering Manager,Mid,3,"Chicago, IL",206000,20000,35000,261000,Hybrid,False,none,1,-0.433774,0.0944,False
cb1562a0-a9b5-49d2-b1b9-ab7d415e7111,Amazon,Engineering Manager,Mid,3,"Seattle, WA",210000,22000,40000,272000,Remote,False,none,1,-0.447681,0.1339,False
17b0a8ad-f06b-45ec-afb8-d36d7d611514,Netflix,Software Engineer,Mid,6,"Bangalore, India",59000,7000,8000,74000,Hybrid,False,none,1,-0.447051,0.1321,False
f7d41945-0501-44bd-94b7-f6eb8dad6bdf,Meta,Data Scientist,Senior,8,"San Francisco, CA",40000,0,1000,41000,Hybrid,True,senior_low_salary,1,-0.494474,0.2668,False
7c444721-c269-4d54-8662-4b7d560ce8d3,Amazon,Engineering Manager,Principal,21,"Seattle, WA",506000,104000,334000,944000,Hybrid,False,none,1,-0.521685,0.344,False
613aea76-23c1-40ff-b93c-68aedaecdba1,Netflix,Software Engineer,Principal,23,"London, UK",354000,122000,363000,839000,On-site,False,none,1,-0.512373,0.3176,False
72a919ce-a035-441c-90f5-8c1d77ceb90d,Uber,ML Engineer,Principal,25,"Seattle, WA",430000,131000,261000,822000,On-site,False,none,1,-0.526455,0.3576,False
a86cda50-1f5c-4522-913b-d26957f36c5f,Google,Product Manager,Senior,9,"San Francisco, CA",276000,54000,77000,407000,On-site,False,none,1,-0.446042,0.1293,False
6ffd5d2e-1bdd-49df-a601-bd5cba584991,Amazon,Engineering Manager,Senior,7,"San Francisco, CA",292000,50000,125000,467000,On-site,False,none,1,-0.457373,0.1614,False
1d9207ff-7f04-498f-ac0c-e4d91125d220,Netflix,DevOps Engineer,Intern,0,"Bangalore, India",317000,88000,147000,552000,On-site,True,intern_high_salary,-1,-0.535253,0.3825,True
1b10119e-f1d3-4716-b818-6b477651bede,Netflix,Data Scientist,Mid,5,"Bangalore, India",62000,8000,9000,79000,Remote,False,none,1,-0.453741,0.1511,False
41e92919-d2ac-43a4-8905-3ff570e9d9de,Google,DevOps Engineer,Staff,12,"Toronto, Canada",188000,35000,119000,342000,Remote,False,none,1,-0.473975,0.2086,False
13e6c45e-6527-41be-b516-c97104b4526f,Netflix,ML Engineer,Junior,2,"London, UK",112000,7000,9000,128000,Hybrid,False,none,1,-0.413922,0.0381,False
852eba9b-3c49-4e6a-accb-a28cfde5feaa,Uber,Engineering Manager,Principal,17,"Boston, MA",433000,121000,445000,999000,Hybrid,False,none,-1,-0.531852,0.3729,True
4bd4493a-14eb-4d76-9426-43e5766c1918,Google,Engineering Manager,Staff,18,"San Francisco, CA",409000,88000,170000,667000,Remote,False,none,1,-0.500753,0.2846,False
2c63b578-9528-4101-a09f-3cb89353734f,ServiceNow,ML Engineer,Junior,2,Remote,126000,11000,16000,153000,Remote,False,none,1,-0.420733,0.0574,False
463101b5-a5fa-4232-9312-4361595c5a2b,Uber,Engineering Manager,Staff,16,"Austin, TX",304000,69000,203000,576000,Remote,False,none,1,-0.497422,0.2751,False
9f8750a5-5ef8-4b2a-9dcb-400c6e9bee9d,Netflix,Engineering Manager,Staff,16,"Austin, TX",318000,50000,150000,518000,On-site,False,none,1,-0.468857,0.194,False
229903b0-88c4-44b6-acc5-d3ad0d4c8d16,ServiceNow,DevOps Engineer,Senior,6,"Austin, TX",182000,19000,2666000,2867000,Hybrid,True,unrealistic_stock_grant,-1,-0.682647,0.801,True
1fad5eab-4e9b-4da3-920e-463b72e71588,Netflix,Product Manager,Staff,17,"San Francisco, CA",361000,83000,240000,684000,On-site,False,none,1,-0.472908,0.2055,False
1406e678-e50c-48ba-b26c-b11c8b17a70a,Amazon,Data Scientist,Intern,0,"Austin, TX",64000,0,3000,67000,Remote,False,none,1,-0.492253,0.2605,False
eb68147d-8a26-410b-96da-c41d96148dab,ServiceNow,Software Engineer,Mid,6,"London, UK",155000,13000,21000,189000,Hybrid,False,none,1,-0.439823,0.1116,False
cb545386-45f8-47a3-a32e-345561062185,Microsoft,ML Engineer,Senior,11,"Bangalore, India",52000,1000,0,53000,Remote,True,senior_low_salary,1,-0.481733,0.2306,False
16cef7ce-286a-4108-855c-4ddf23b8df40,Microsoft,DevOps Engineer,Intern,1,"Seattle, WA",58000,0,3000,61000,Hybrid,False,none,1,-0.449682,0.1396,False
a0c1970d-6d15-45e1-8375-356803bef5f7,Uber,ML Engineer,Intern,0,"Bangalore, India",22000,0,0,22000,Hybrid,False,none,1,-0.498741,0.2789,False
fc2fbdce-181f-4229-8977-94bac10f19ac,Meta,Data Scientist,Staff,13,"Bangalore, India",104000,23000,78000,205000,Hybrid,False,none,1,-0.49231,0.2606,False
c178ba39-95bb-4ee0-b961-fcb564544258,Uber,ML Engineer,Mid,3,"London, UK",158000,21000,27000,206000,Hybrid,False,none,1,-0.436024,0.1008,False
d06c0c6e-35ac-43bc-be61-4df7be4b2e50,Uber,Product Manager,Staff,14,"Toronto, Canada",212000,33000,170000,415000,Remote,False,none,1,-0.504415,0.295,False
f59af6b7-be4c-4d9b-a914-fe0a42df704c,Google,Software Engineer,Intern,1,"Toronto, Canada",55000,1000,0,56000,Hybrid,False,none,1,-0.47964,0.2246,False
cf5ac671-6337-4039-986e-4c1006eb8f8e,Meta,Engineering Manager,Junior,3,"New York, NY",142000,13000,19000,174000,On-site,False,none,1,-0.406055,0.0157,False
c7341e6d-44ef-466f-a12f-80127ee67410,Google,Product Manager,Principal,17,"Bangalore, India",155000,36000,180000,371000,Hybrid,False,none,1,-0.493182,0.2631,False
e9dc8e46-c91b-4d28-a27d-8b57e457ab13,Amazon,DevOps Engineer,Intern,1,"Toronto, Canada",38000,2000,2000,42000,Hybrid,False,none,1,-0.484429,0.2382,False
07d5e506-2fee-4bcc-bdb6-481a83694821,Uber,Product Manager,Mid,4,Remote,162000,17000,24000,203000,Remote,False,none,1,-0.433886,0.0947,False
d6460ed5-8378-4bca-9cb6-c0674d226500,Amazon,DevOps Engineer,Intern,0,"Bangalore, India",20000,1000,0,21000,Hybrid,False,none,1,-0.484196,0.2376,False
102204f3-21b8-4718-8363-a24181f54f12,Uber,ML Engineer,Intern,0,Remote,64000,2000,3000,69000,On-site,False,none,1,-0.442217,0.1184,False
805f4373-566a-4acb-a1c4-ab9120b2cd9b,Amazon,Engineering Manager,Junior,3,"Toronto, Canada",100000,7000,6000,113000,On-site,False,none,1,-0.447678,0.1339,False
9985df4d-0f0c-455d-ad7e-580046a860c7,Netflix,Data Scientist,Mid,5,"New York, NY",178000,18000,32000,228000,On-site,False,none,1,-0.427896,0.0777,False
87e7504d-8e34-439a-8d2b-4532164329cd,ServiceNow,Data Scientist,Junior,1,"Bangalore, India",42000,3000,5000,50000,Hybrid,False,none,1,-0.453038,0.1491,False
f9dbc5b4-b057-4f56-9df8-d01d8a4723d4,Microsoft,Software Engineer,Intern,0,"Austin, TX",269000,67000,95000,431000,On-site,True,intern_high_salary,-1,-0.530019,0.3677,True
3b04cf44-6fbc-4028-8d98-2d4306776473,Netflix,Product Manager,Mid,5,"Austin, TX",163000,14000,38000,215000,Hybrid,False,none,1,-0.436676,0.1027,False
c0650e3f-7e5f-4f4b-b2a0-fca1c8b818b6,Netflix,Engineering Manager,Intern,0,"Seattle, WA",77000,0,1000,78000,On-site,False,none,1,-0.446495,0.1305,False
cacbb49c-b754-4f83-8d6d-f073b27a875c,Microsoft,ML Engineer,Intern,1,"Boston, MA",72000,2000,1000,75000,Remote,False,none,1,-0.430222,0.0843,False
04b43ed6-c9d8-43af-91d9-4cafc3a1c888,ServiceNow,Product Manager,Principal,24,"Chicago, IL",397000,93000,346000,836000,Hybrid,False,none,1,-0.508006,0.3052,False
eca8c021-e4af-4666-ba03-1fd432052dd3,Amazon,DevOps Engineer,Junior,3,"Austin, TX",95000,7000,9000,111000,Hybrid,False,none,1,-0.448933,0.1375,False
4b8c9740-a577-42a5-88c5-138e3bebda4b,ServiceNow,Data Scientist,Principal,22,"San Francisco, CA",453000,148000,304000,905000,Remote,False,none,-1,-0.537456,0.3888,True
e2c8dc67-07e4-4513-94ec-13240bbf495b,Microsoft,ML Engineer,Junior,1,"New York, NY",155000,15000,8000,178000,Hybrid,False,none,1,-0.421737,0.0603,False
29404593-461b-4dae-acd6-1f7e85a4fe7b,Amazon,DevOps Engineer,Mid,3,Remote,132000,12000,14000,158000,On-site,False,none,1,-0.423019,0.0639,False
11d3f3c2-84d9-4534-8959-bbe3e09e6d14,Meta,ML Engineer,Mid,5,"Toronto, Canada",136000,15000,33000,184000,On-site,False,none,1,-0.437903,0.1061,False
9897959f-9cd0-4550-97c5-644f1ef65afc,Meta,ML Engineer,Junior,3,"Boston, MA",126000,6000,12000,144000,Remote,False,none,1,-0.419271,0.0532,False
19b62591-0827-45ad-991d-8699e71bf458,Amazon,Product Manager,Intern,0,"London, UK",50000,0,2000,52000,Hybrid,False,none,1,-0.471031,0.2002,False
6c1d4259-0f31-4c8f-a02c-f8b8e724d0c6,Uber,Product Manager,Senior,11,"Chicago, IL",247000,31000,90000,368000,Hybrid,False,none,1,-0.455439,0.1559,False
d3d04266-89cb-48f2-ad7a-1993e9e93e2d,Google,Engineering Manager,Principal,9,"Boston, MA",36000,0,1000,37000,Remote,True,senior_low_salary,1,-0.483899,0.2367,False
6c315c14-bd0a-4c18-9c6a-9202e2d7c3c6,Google,Engineering Manager,Senior,11,"Chicago, IL",257000,26000,112000,395000,Hybrid,False,none,1,-0.451013,0.1434,False
